#1.N,2.ctlg,3.ctlg_eps,4.ctlg_perm,5.K,6.alpha0,7.alpha_eps,8.req_eps,9.R_perm,10.hit_opt%,11.hit_unif%,12.improvement%,c2ctlg
8,10000000,0,2,10,1,0.4,0,2,16.4266,12.901,3.52561,1E-6
2,100000,0.2,1,10,0.7,0.4,0.4,1,16.2129,12.6878,3.52512,1E-4
2,10000000,0.4,1,10,1,0.4,0.2,2,27.4716,23.9497,3.52186,1E-6
4,100000,0.4,1,10,1,0.4,0,1,24.0813,20.5748,3.50658,1E-4
8,100000,0,1,10,1,0.4,0,1,17.8609,14.3565,3.50439,1E-4
4,1000000,0.2,1,10,1,0.4,0.4,1,30.0854,26.5865,3.49896,1E-5
2,100000,0.2,1,100,0.7,0.4,0.4,1,29.3707,25.8796,3.4911,1E-3
4,100000,0.4,1,10,1,0.4,0.2,2,20.6292,17.141,3.48826,1E-4
2,1000000,0.4,2,10,1,0.2,0.2,1,28.5273,25.0483,3.47898,1E-5
2,100000,0.4,2,1000,0.4,0.4,0.4,1,15.2304,11.7766,3.45378,1E-2
2,100000,0,1,10000,0.4,0.2,0.4,1,30.7214,27.2721,3.44933,1E-1
2,100000,0,2,10000,0.4,0.2,0.4,1,30.7214,27.2721,3.44933,1E-1
2,100000,0.4,1,10,0.7,0.4,0.4,1,15.9743,12.5264,3.44797,1E-4
4,100000,0.4,2,10,1,0.4,0.2,1,27.6702,24.2349,3.43533,1E-4
2,100000,0.4,2,10000,1,0.4,0,1,69.8444,66.4115,3.43289,1E-1
2,100000,0.4,2,10000,1,0.4,0,2,69.8444,66.4115,3.43289,1E-1
4,1000000,0.2,1,10,1,0.2,0.4,1,21.2088,17.7765,3.43229,1E-5
2,1000000,0.4,2,10000,0.4,0.4,0.4,1,15.5127,12.0814,3.43124,1E-2
8,1000000,0.4,2,10,1,0.4,0,2,16.9945,13.5744,3.42006,1E-5
8,100000,0.4,1,10000,0.4,0,0.4,2,30.4051,26.9864,3.41876,1E-1
8,100000,0.4,2,10000,0.4,0,0.4,1,30.4051,26.9864,3.41876,1E-1
2,1000000,0.2,2,10,1,0.2,0.2,1,28.4045,24.9969,3.40758,1E-5
2,1000000,0.4,2,100,0.7,0.4,0.4,1,25.3585,21.9528,3.40578,1E-4
8,1000000,0.2,2,10,1,0.4,0,1,16.9713,13.5712,3.40009,1E-5
2,100000,0.4,1,10000,0.7,0.4,0.2,2,54.7246,51.3269,3.39774,1E-1
2,1000000,0.4,2,10,1,0.4,0.2,2,27.5742,24.1849,3.38934,1E-5
8,10000000,0.2,2,10,1,0.2,0.4,1,14.083,10.694,3.38898,1E-6
4,1000000,0.2,2,10,1,0.2,0.2,1,18.9874,15.6031,3.38436,1E-5
8,1000000,0.2,2,10,1,0.2,0.4,1,15.0958,11.716,3.3798,1E-5
4,10000000,0.4,2,10,1,0.4,0,2,22.4843,19.1129,3.37139,1E-6
2,1000000,0.2,2,10,1,0.4,0.2,2,27.5586,24.1925,3.3661,1E-5
2,1000000,0,1,10,1,0.4,0.2,2,27.5477,24.2098,3.33788,1E-5
2,1000000,0,2,10,1,0.4,0.2,2,27.5477,24.2098,3.33788,1E-5
2,100000,0.4,1,10000,1,0.2,0.2,2,80.0073,76.6762,3.33104,1E-1
8,1000000,0,2,10,1,0.4,0,2,16.9528,13.6219,3.33093,1E-5
2,1000000,0,1,10,1,0.2,0.2,1,28.3147,24.9841,3.33052,1E-5
2,1000000,0,2,10,1,0.2,0.2,1,28.3147,24.9841,3.33052,1E-5
4,1000000,0.4,2,10,1,0.4,0.4,1,30.1716,26.8422,3.32939,1E-5
2,100000,0.4,1,100,0.7,0.4,0.4,1,28.9385,25.6131,3.32541,1E-3
4,1000000,0.2,2,10,1,0.4,0,2,23.0297,19.7101,3.31962,1E-5
4,100000,0,2,10,0.7,0.4,0.4,1,9.47268,6.15575,3.31693,1E-4
8,100000,0,1,10000,1,0.4,0.4,2,70.8479,67.5347,3.31325,1E-1
8,100000,0,2,10000,1,0.4,0.4,2,70.8479,67.5347,3.31325,1E-1
8,100000,0,2,10,1,0.2,0.4,1,16.588,13.2769,3.31102,1E-4
2,1000000,0.2,2,100,0.7,0.4,0.4,1,24.7428,21.4328,3.31008,1E-4
2,100000,0,1,10000,0.7,0.4,0.4,2,45.0288,41.7226,3.30624,1E-1
2,100000,0,2,10000,0.7,0.4,0.4,2,45.0288,41.7226,3.30624,1E-1
2,1000000,0.2,1,10,1,0.4,0.2,2,27.5394,24.2382,3.30124,1E-5
4,1000000,0,1,10,1,0.4,0,2,23.0153,19.7156,3.29975,1E-5
8,10000000,0.2,1,10,1,0.2,0.2,1,12.5597,9.26065,3.299,1E-6
8,100000,0.4,1,10000,0.4,0.2,0.4,2,29.5261,26.2491,3.27697,1E-1
4,100000,0,1,10,1,0.4,0,2,24.1206,20.8456,3.27507,1E-4
8,100000,0.2,2,10,1,0.4,0,2,17.8988,14.6247,3.27416,1E-4
2,100000,0.2,1,10000,0.7,0.2,0.4,2,49.3356,46.0686,3.26705,1E-1
2,1000000,0.4,2,1000,0.7,0.4,0.4,1,37.4592,34.1932,3.26598,1E-3
8,100000,0.2,1,10,1,0.4,0,2,17.8298,14.5693,3.2605,1E-4
4,100000,0.2,2,10000,0.4,0.4,0.4,1,32.2357,28.9801,3.25555,1E-1
2,1000000,0.4,1,10,1,0.4,0.2,2,27.533,24.2834,3.24956,1E-5
8,10000000,0.2,2,10,1,0.4,0.2,1,18.8639,15.6156,3.24831,1E-6
8,10000000,0,2,10,1,0.2,0.4,1,14.0472,10.8002,3.24702,1E-6
2,1000000,0.2,1,10,1,0.2,0.2,1,28.2446,25.005,3.23959,1E-5
2,1000000,0,1,100,0.7,0.4,0.4,1,24.2832,21.0503,3.23287,1E-4
2,1000000,0,2,100,0.7,0.4,0.4,1,24.2832,21.0503,3.23287,1E-4
2,100000,0.4,2,10,0.7,0.4,0.2,1,14.8881,11.6568,3.23128,1E-4
2,100000,0.2,1,10000,1,0.4,0.2,1,79.3605,76.1358,3.22472,1E-1
4,100000,0,1,10000,1,0.4,0.2,2,72.5519,69.3424,3.20954,1E-1
4,100000,0,2,10000,1,0.4,0.2,2,72.5519,69.3424,3.20954,1E-1
4,1000000,0.4,1,10,1,0.2,0.2,1,18.8553,15.6527,3.20256,1E-5
8,1000000,0,2,10,1,0.4,0.2,2,14.6248,11.4322,3.19261,1E-5
8,100000,0.4,1,10000,1,0.4,0.2,2,75.6769,72.4863,3.19063,1E-1
8,100000,0.2,1,10,1,0.4,0,1,17.8298,14.6481,3.18172,1E-4
2,100000,0.4,2,100,0.7,0.4,0.2,1,26.9708,23.7912,3.17961,1E-3
8,1000000,0.2,2,10,1,0.2,0.2,1,13.5555,10.378,3.17755,1E-5
8,1000000,0.4,1,10,1,0.4,0,2,16.9245,13.7505,3.17399,1E-5
8,100000,0.4,1,10,1,0.2,0.4,1,16.4423,13.2764,3.16598,1E-4
2,1000000,0.2,1,100,0.7,0.4,0.4,1,23.9186,20.7549,3.16377,1E-4
8,100000,0.4,1,10000,0.4,0.4,0.4,2,28.9687,25.8076,3.1611,1E-1
4,10000000,0.2,1,10,1,0.4,0.2,1,26.0106,22.8538,3.15682,1E-6
2,1000000,0.2,2,1000,0.7,0.4,0.4,1,36.551,33.415,3.13608,1E-3
8,100000,0.2,2,10,1,0.2,0.4,1,16.6845,13.5507,3.13382,1E-4
4,1000000,0.2,1,10,1,0.2,0.2,1,18.8895,15.7587,3.13082,1E-5
2,1000000,0.4,2,10,0.7,0.4,0.4,1,13.9981,10.868,3.13018,1E-5
2,100000,0.2,2,10,0.7,0.4,0.2,1,14.4617,11.3381,3.12358,1E-4
2,1000000,0.4,1,10,1,0.2,0.2,1,28.1875,25.0655,3.12207,1E-5
4,100000,0.2,1,10,1,0.2,0,1,18.4893,15.3673,3.12202,1E-4
4,1000000,0.2,2,10,1,0.4,0.2,2,19.6066,16.4896,3.11698,1E-5
4,100000,0.4,2,10,1,0.2,0.2,1,20.9538,17.839,3.11471,1E-4
2,100000,0.4,1,10000,0.7,0,0.4,2,55.9543,52.8467,3.10763,1E-1
2,100000,0.4,2,10000,0.7,0,0.4,1,55.9543,52.8467,3.10763,1E-1
8,10000000,0,2,10,1,0.4,0.4,2,11.8386,8.7349,3.10367,1E-6
2,1000000,0.4,1,100,0.7,0.4,0.4,1,23.6179,20.5235,3.09432,1E-4
8,10000000,0,1,10,1,0.2,0.4,1,14.0472,10.9637,3.08346,1E-6
4,100000,0.4,1,10000,1,0.4,0,1,78.2617,75.1789,3.0828,1E-1
4,100000,0.4,1,10000,1,0.4,0,2,78.2617,75.1789,3.0828,1E-1
4,10000000,0.2,1,10,1,0.4,0.2,2,18.9335,15.8556,3.0779,1E-6
8,1000000,0.2,1,10,1,0.4,0.2,2,14.6117,11.5412,3.07048,1E-5
2,1000000,0.2,2,10,0.7,0.4,0.4,1,13.6583,10.607,3.0513,1E-5
2,100000,0,1,10,0.7,0.4,0.2,1,14.1458,11.1085,3.03726,1E-4
2,100000,0,2,10,0.7,0.4,0.2,1,14.1458,11.1085,3.03726,1E-4
2,100000,0.2,1,10000,0.4,0.4,0.4,2,27.3592,24.3356,3.02355,1E-1
2,100000,0.4,2,1000,0.7,0.4,0.4,1,46.5818,43.5592,3.02257,1E-2
2,100000,0.2,2,100,0.7,0.4,0.2,1,26.1983,23.1782,3.02005,1E-3
8,100000,0.2,2,10000,1,0.4,0.4,2,69.6614,66.6424,3.01903,1E-1
2,1000000,0,1,1000,0.7,0.4,0.4,1,35.874,32.857,3.01706,1E-3
2,1000000,0,2,1000,0.7,0.4,0.4,1,35.874,32.857,3.01706,1E-3
8,100000,0,2,10,1,0.4,0,1,17.8609,14.8564,3.00449,1E-4
2,100000,0.4,1,10000,0.4,0.2,0.2,2,30.7962,27.7949,3.00132,1E-1
4,100000,0.2,2,10000,0.4,0.2,0.4,1,30.2583,27.2626,2.9957,1E-1
2,100000,0.2,1,10000,1,0.2,0.2,2,77.315,74.3197,2.99529,1E-1
2,1000000,0,1,10,0.7,0.4,0.4,1,13.4045,10.4134,2.99114,1E-5
2,1000000,0,2,10,0.7,0.4,0.4,1,13.4045,10.4134,2.99114,1E-5
8,1000000,0.2,1,10,1,0.4,0,1,16.9375,13.9583,2.97924,1E-5
2,10000000,0.4,2,1000,0.7,0.4,0.4,1,31.1304,28.167,2.96348,1E-4
2,100000,0.2,1,10,0.7,0.4,0.2,1,13.8968,10.9365,2.9603,1E-4
8,10000000,0,1,10,1,0.4,0.2,2,14.1053,11.1547,2.95056,1E-6
8,10000000,0,2,10,1,0.4,0.2,2,14.1053,11.1547,2.95056,1E-6
4,100000,0.4,2,10,0.7,0.4,0.2,1,8.65854,5.71018,2.94836,1E-4
2,1000000,0.2,1,10,0.7,0.4,0.4,1,13.2033,10.2616,2.94168,1E-5
8,1000000,0,1,10,1,0.2,0.4,1,15.0387,12.1013,2.93741,1E-5
2,100000,0.4,2,10,1,0.2,0.2,1,30.0645,27.1319,2.93261,1E-4
8,100000,0.2,2,10,1,0.4,0,1,17.8988,14.9705,2.92832,1E-4
8,1000000,0.2,2,10,1,0.4,0.4,2,12.4083,9.48088,2.92744,1E-5
4,1000000,0,1,10,1,0.2,0.4,1,21.2593,18.3442,2.91511,1E-5
2,100000,0.4,2,10,1,0.4,0.2,2,27.7933,24.8794,2.91391,1E-4
2,1000000,0.4,1,10000,1,0.4,0.4,2,45.5442,42.6325,2.9117,1E-2
2,100000,0.2,2,10000,0.4,0.4,0.2,1,32.7266,29.8203,2.90635,1E-1
4,1000000,0.2,2,10,0.7,0.4,0.4,1,7.48592,4.58375,2.90217,1E-5
2,1000000,0.4,1,10,0.7,0.4,0.4,1,13.0373,10.1391,2.89813,1E-5
8,10000000,0,2,100,1,0.4,0.4,1,37.9614,35.0655,2.89585,1E-5
4,100000,0.2,2,10000,1,0.4,0.2,2,71.2941,68.4004,2.89362,1E-1
2,10000000,0.4,2,100,0.7,0.4,0.4,1,21.0752,18.1819,2.89323,1E-5
2,1000000,0.2,1,1000,0.7,0.4,0.4,1,35.339,32.4459,2.89313,1E-3
2,10000000,0.2,2,1000,0.7,0.4,0.4,1,30.4706,27.5832,2.88736,1E-4
2,100000,0.4,1,10,0.7,0.4,0.2,1,13.6923,10.8093,2.88303,1E-4
2,10000000,0.4,2,10,1,0.2,0,1,23.1131,20.235,2.87815,1E-6
2,10000000,0.4,2,10,1,0.2,0,2,23.1131,20.235,2.87815,1E-6
2,100000,0,1,100,0.7,0.4,0.2,1,25.626,22.7537,2.87229,1E-3
2,100000,0,2,100,0.7,0.4,0.2,1,25.626,22.7537,2.87229,1E-3
2,100000,0.2,2,1000,0.4,0.4,0.4,1,13.4065,10.5368,2.86972,1E-2
2,1000000,0.4,2,100,0.7,0.4,0.2,1,21.7359,18.8692,2.86667,1E-4
8,10000000,0.4,1,10,1,0.2,0.4,1,13.9922,11.1271,2.86513,1E-6
8,1000000,0.2,1,10,1,0.4,0.4,2,12.3828,9.51882,2.86401,1E-5
4,10000000,0,1,10,1,0.2,0.2,2,13.4168,10.5549,2.86199,1E-6
4,1000000,0.4,2,10,1,0.4,0.2,2,19.6224,16.7605,2.86187,1E-5
4,10000000,0.2,2,10,1,0.2,0.4,1,20.1126,17.2528,2.85975,1E-6
2,100000,0.2,2,10,1,0.4,0.2,2,27.7535,24.8987,2.85485,1E-4
2,1000000,0.2,2,10000,0.4,0.4,0.4,1,13.664,10.8119,2.85207,1E-2
8,10000000,0.4,2,10,1,0.2,0.4,1,14.1281,11.2792,2.8489,1E-6
2,100000,0.2,2,10,1,0.2,0.2,1,29.89,27.0417,2.8483,1E-4
4,100000,0.4,1,10,0.7,0.4,0.4,1,9.15882,6.31724,2.84158,1E-4
2,100000,0,1,10000,1,0.4,0.2,1,77.5382,74.7003,2.83785,1E-1
2,100000,0,2,10000,1,0.4,0.2,1,77.5382,74.7003,2.83785,1E-1
4,1000000,0,1,10,1,0.2,0.2,1,18.9324,16.0963,2.83613,1E-5
4,10000000,0.4,2,10,1,0.2,0,1,15.655,12.8198,2.83519,1E-6
2,10000000,0.2,2,10,1,0.2,0,1,23.052,20.2221,2.8299,1E-6
2,10000000,0.2,2,10,1,0.2,0,2,23.052,20.2221,2.8299,1E-6
2,10000000,0.2,2,100,0.7,0.4,0.4,1,20.6284,17.7999,2.82857,1E-5
2,10000000,0,1,1000,0.7,0.4,0.4,1,29.9752,27.151,2.82421,1E-4
2,10000000,0,2,1000,0.7,0.4,0.4,1,29.9752,27.151,2.82421,1E-4
4,100000,0.4,1,10000,1,0.2,0.4,2,78.3077,75.4842,2.82353,1E-1
8,100000,0.4,2,10,1,0.2,0.4,1,16.8081,13.9848,2.82338,1E-4
8,10000000,0.4,2,100,1,0.4,0.4,1,38.0014,35.1801,2.82134,1E-5
4,10000000,0.2,2,10,1,0.4,0,2,22.4693,19.6543,2.81499,1E-6
8,1000000,0.4,2,10,1,0.2,0.2,1,13.6193,10.8055,2.8138,1E-5
8,10000000,0.4,1,100,1,0.4,0.4,1,37.9385,35.1397,2.79882,1E-5
8,100000,0.4,2,10000,1,0.4,0.4,2,68.7224,65.9314,2.79104,1E-1
2,10000000,0.4,2,10000,0.7,0.4,0.4,1,41.6847,38.8979,2.78677,1E-3
2,100000,0,1,10,1,0.4,0.2,2,27.7257,24.9426,2.78309,1E-4
2,100000,0,2,10,1,0.4,0.2,2,27.7257,24.9426,2.78309,1E-4
4,10000000,0.4,1,10,1,0.2,0.4,1,20.0169,17.2352,2.7817,1E-6
2,1000000,0.2,2,100,0.7,0.4,0.2,1,21.2081,18.4284,2.77972,1E-4
4,1000000,0.4,1,10,1,0.4,0.2,1,26.4651,23.6866,2.77855,1E-5
2,10000000,0,1,100,0.7,0.4,0.4,1,20.2931,17.5146,2.77853,1E-5
2,10000000,0,2,100,0.7,0.4,0.4,1,20.2931,17.5146,2.77853,1E-5
2,10000000,0,1,10,1,0.2,0,1,23.0071,20.2312,2.77597,1E-6
2,10000000,0,1,10,1,0.2,0,2,23.0071,20.2312,2.77597,1E-6
2,10000000,0,2,10,1,0.2,0,1,23.0071,20.2312,2.77597,1E-6
2,10000000,0,2,10,1,0.2,0,2,23.0071,20.2312,2.77597,1E-6
2,100000,0,1,10000,0.4,0,0.4,1,27.8165,25.0429,2.77366,1E-1
2,100000,0,1,10000,0.4,0,0.4,2,27.8165,25.0429,2.77366,1E-1
2,100000,0,2,10000,0.4,0,0.4,1,27.8165,25.0429,2.77366,1E-1
2,100000,0,2,10000,0.4,0,0.4,2,27.8165,25.0429,2.77366,1E-1
8,10000000,0.4,1,10,1,0.4,0.2,2,14.0925,11.3215,2.77107,1E-6
8,1000000,0.4,2,10,1,0.4,0.2,2,14.6605,11.8907,2.76975,1E-5
2,100000,0.2,2,1000,0.7,0.4,0.4,1,45.2845,42.5168,2.76768,1E-2
2,10000000,0.2,1,1000,0.7,0.4,0.4,1,29.5807,26.815,2.7657,1E-4
2,100000,0,1,10,1,0.2,0.2,1,29.7796,27.0192,2.7604,1E-4
2,100000,0,2,10,1,0.2,0.2,1,29.7796,27.0192,2.7604,1E-4
4,100000,0.4,1,10,1,0.2,0.2,1,20.6456,17.8873,2.75828,1E-4
2,100000,0,1,10000,1,0.2,0.2,2,75.4184,72.6665,2.75196,1E-1
2,100000,0,2,10000,1,0.2,0.2,2,75.4184,72.6665,2.75196,1E-1
2,1000000,0.4,1,1000,0.7,0.4,0.4,1,34.9016,32.1564,2.74515,1E-3
8,10000000,0.4,1,10,1,0.2,0.2,1,12.5373,9.79876,2.73856,1E-6
4,1000000,0.4,1,10,0.7,0.4,0.4,1,7.13425,4.39578,2.73847,1E-5
2,10000000,0.2,1,100,0.7,0.4,0.4,1,20.026,17.2894,2.73662,1E-5
8,100000,0.2,1,10000,1,0.4,0.2,2,73.8744,71.1434,2.73107,1E-1
8,10000000,0.2,2,100,1,0.4,0.4,1,37.9786,35.2548,2.72386,1E-5
8,10000000,0.4,2,10,1,0.2,0.2,1,12.6572,9.93331,2.72386,1E-6
2,100000,0.2,1,100,0.7,0.4,0.2,1,25.1749,22.4594,2.7155,1E-3
2,10000000,0.2,1,10,1,0.2,0,1,22.9721,20.2612,2.71089,1E-6
2,10000000,0.2,1,10,1,0.2,0,2,22.9721,20.2612,2.71089,1E-6
2,1000000,0,1,100,0.7,0.4,0.2,1,20.8141,18.107,2.70712,1E-4
2,1000000,0,2,100,0.7,0.4,0.2,1,20.8141,18.107,2.70712,1E-4
2,10000000,0.4,1,1000,0.7,0.4,0.4,1,29.2541,26.5498,2.70425,1E-4
2,10000000,0.4,1,100,0.7,0.4,0.4,1,19.8049,17.1062,2.69866,1E-5
4,100000,0,2,10,1,0.4,0.2,2,20.6585,17.9678,2.69068,1E-4
2,100000,0.2,1,10,1,0.4,0.2,2,27.7048,25.0149,2.68983,1E-4
8,100000,0.2,1,10,1,0.4,0.2,2,15.516,12.8303,2.68567,1E-4
4,10000000,0.4,2,10,1,0.4,0.2,2,18.9514,16.27,2.68132,1E-6
2,10000000,0.2,2,10000,0.7,0.4,0.4,1,40.8035,38.1247,2.67883,1E-3
8,10000000,0,2,10,1,0.2,0.2,1,12.5859,9.91102,2.67484,1E-6
2,1000000,0.4,2,10,0.7,0.4,0.2,1,11.9984,9.32703,2.67138,1E-5
4,100000,0.2,1,10000,0.4,0,0.4,2,28.636,25.9649,2.67109,1E-1
4,100000,0.2,2,10000,0.4,0,0.4,1,28.636,25.9649,2.67109,1E-1
2,100000,0.2,1,10,1,0.2,0.2,1,29.7145,27.0554,2.65907,1E-4
8,10000000,0.2,1,100,1,0.4,0.4,1,37.9482,35.2912,2.65704,1E-5
4,1000000,0.4,2,10,1,0.2,0.2,1,19.0616,16.4055,2.65607,1E-5
4,100000,0.4,2,10000,1,0.4,0.2,2,70.3197,67.6654,2.65427,1E-1
4,100000,0.4,2,100,0.7,0.4,0.4,1,20.5527,17.9043,2.64838,1E-3
4,100000,0.2,1,10,1,0.4,0,1,24.098,21.4531,2.64487,1E-4
2,100000,0.4,2,10,0.7,0.4,0,1,12.4068,9.76565,2.64111,1E-4
2,100000,0.4,2,10,0.7,0.4,0,2,12.4068,9.76565,2.64111,1E-4
2,1000000,0.2,1,100,0.7,0.4,0.2,1,20.5017,17.8626,2.63906,1E-4
8,100000,0,2,10,0.7,0.4,0.4,1,6.48196,3.84405,2.63791,1E-4
4,1000000,0,2,10,1,0.2,0.4,1,21.2593,18.6222,2.63707,1E-5
8,100000,0.2,2,10000,0.4,0.4,0.4,1,30.6102,27.9752,2.63499,1E-1
4,100000,0.4,2,10000,0.4,0.4,0.2,1,31.6748,29.0407,2.63418,1E-1
4,10000000,0,1,10,1,0.2,0.4,1,20.0731,17.4406,2.63255,1E-6
8,10000000,0.2,2,10,1,0.4,0,2,16.4385,13.8076,2.63089,1E-6
2,100000,0.4,2,1000,0.4,0.4,0.2,1,13.055,10.4268,2.62817,1E-2
2,10000000,0.4,2,10,1,0.4,0.4,2,20.616,17.9878,2.62813,1E-6
8,100000,0.4,2,10,1,0.4,0.2,2,15.6149,12.9882,2.62671,1E-4
4,100000,0.4,1,10000,0.7,0.2,0.4,2,51.1437,48.5181,2.62567,1E-1
2,10000000,0.4,1,10,1,0.2,0,1,22.9435,20.3179,2.62553,1E-6
2,10000000,0.4,1,10,1,0.2,0,2,22.9435,20.3179,2.62553,1E-6
2,100000,0.2,1,10000,0.4,0.4,0.4,1,31.9673,29.3486,2.61868,1E-1
2,10000000,0.2,2,10,1,0.4,0.4,2,20.6113,17.9936,2.61773,1E-6
2,100000,0.4,2,1000,0.7,0.2,0.4,1,35.1177,32.5012,2.61649,1E-2
2,10000000,0.4,2,10,0.7,0.4,0.4,1,11.6337,9.01836,2.61532,1E-6
8,100000,0.4,1,10000,0.7,0.4,0.4,2,49.64,47.0283,2.61162,1E-1
2,10000000,0.4,2,100,1,0.4,0.4,1,61.2132,58.6037,2.60952,1E-5
2,1000000,0.4,2,10000,0.4,0.4,0.2,1,13.2983,10.6893,2.60901,1E-2
2,100000,0.2,2,10000,0.7,0.4,0.4,2,43.007,40.4016,2.60547,1E-1
8,100000,0,1,10,0.7,0.4,0.4,1,6.48196,3.87702,2.60494,1E-4
2,10000000,0,1,10,1,0.4,0.4,2,20.6081,18.0032,2.60493,1E-6
2,10000000,0,2,10,1,0.4,0.4,2,20.6081,18.0032,2.60493,1E-6
2,1000000,0.2,2,10,0.7,0.4,0.2,1,11.7071,9.10441,2.60268,1E-5
2,100000,0.4,2,1000,0.4,0.2,0.4,1,11.7533,9.15433,2.59896,1E-2
2,1000000,0.4,2,1000,0.7,0.4,0.2,1,32.1158,29.5185,2.59735,1E-3
8,1000000,0.2,1,10,1,0.2,0.4,1,14.9916,12.3955,2.59611,1E-5
8,10000000,0,1,10,1,0.2,0,1,11.1245,8.52944,2.5951,1E-6
2,10000000,0.2,2,100,1,0.4,0.4,1,61.1995,58.6047,2.59482,1E-5
2,1000000,0.4,2,10000,0.4,0.2,0.4,1,11.8933,9.30361,2.58968,1E-2
4,100000,0.2,1,10000,1,0.4,0,1,76.3029,73.7137,2.58919,1E-1
4,100000,0.2,1,10000,1,0.4,0,2,76.3029,73.7137,2.58919,1E-1
2,10000000,0.2,1,10,1,0.4,0.4,2,20.6056,18.0175,2.58818,1E-6
4,100000,0.4,1,10,0.7,0.4,0.2,1,7.95477,5.37336,2.5814,1E-4
2,10000000,0,1,100,1,0.4,0.4,1,61.1898,58.6133,2.57658,1E-5
2,10000000,0,2,100,1,0.4,0.4,1,61.1898,58.6133,2.57658,1E-5
2,10000000,0,1,10000,0.7,0.4,0.4,1,40.1437,37.5674,2.57633,1E-3
2,10000000,0,2,10000,0.7,0.4,0.4,1,40.1437,37.5674,2.57633,1E-3
2,1000000,0.4,1,100,0.7,0.4,0.2,1,20.2439,17.6776,2.56631,1E-4
4,100000,0.4,2,10,1,0.4,0.4,2,17.4143,14.8494,2.56491,1E-4
2,10000000,0.4,1,10,1,0.4,0.4,2,20.6037,18.0392,2.56446,1E-6
8,1000000,0.4,2,100,1,0.4,0.4,1,39.7776,37.2146,2.56306,1E-4
2,100000,0.2,2,10000,1,0.2,0.2,2,74.0209,71.4589,2.56194,1E-1
2,10000000,0.2,2,10,0.7,0.4,0.4,1,11.3871,8.82794,2.55915,1E-6
2,100000,0.4,1,10,1,0.4,0.2,2,27.6883,25.1301,2.55814,1E-4
8,10000000,0,1,100,1,0.4,0.4,1,37.9614,35.4044,2.55696,1E-5
2,10000000,0.2,1,100,1,0.4,0.4,1,61.1826,58.63,2.55262,1E-5
2,100000,0.2,2,10000,1,0.4,0.2,1,76.1974,73.6465,2.55091,1E-1
2,1000000,0,1,10,0.7,0.4,0.2,1,11.4896,8.9399,2.5497,1E-5
2,1000000,0,2,10,0.7,0.4,0.2,1,11.4896,8.9399,2.5497,1E-5
2,100000,0.2,2,10,0.7,0.4,0,1,12.0514,9.50487,2.54653,1E-4
2,100000,0.2,2,10,0.7,0.4,0,2,12.0514,9.50487,2.54653,1E-4
4,100000,0.2,2,10,1,0.2,0.2,1,20.8383,18.2952,2.54304,1E-4
2,10000000,0.4,2,100,1,0.2,0.4,1,47.6781,45.1359,2.54223,1E-5
8,100000,0.2,1,10,0.7,0.4,0.4,1,6.35404,3.81247,2.54157,1E-4
8,1000000,0.4,2,10,1,0.2,0.4,1,15.1684,12.6313,2.53712,1E-5
4,10000000,0.2,2,10,1,0.4,0,1,22.4693,19.9327,2.53659,1E-6
2,100000,0.4,1,100,0.7,0.4,0.2,1,24.8129,22.2813,2.53163,1E-3
2,100000,0.4,1,10,1,0.2,0.2,1,29.691,27.161,2.52996,1E-4
4,100000,0.2,1,10000,1,0.2,0.4,2,76.475,73.9469,2.52814,1E-1
2,100000,0.4,2,100,0.7,0.2,0.4,1,19.3123,16.7851,2.52715,1E-3
4,10000000,0,1,10,1,0.4,0,1,22.4564,19.9328,2.5236,1E-6
4,1000000,0.4,2,10,1,0.2,0,1,16.7932,14.2717,2.52149,1E-5
2,10000000,0.4,1,100,1,0.4,0.4,1,61.1768,58.6582,2.5186,1E-5
2,10000000,0,1,10,0.7,0.4,0.4,1,11.202,8.68532,2.51665,1E-6
2,10000000,0,2,10,0.7,0.4,0.4,1,11.202,8.68532,2.51665,1E-6
2,100000,0,1,1000,0.7,0.4,0.4,1,44.3477,41.8332,2.51452,1E-2
2,100000,0,2,1000,0.7,0.4,0.4,1,44.3477,41.8332,2.51452,1E-2
4,100000,0.2,2,100,0.7,0.4,0.4,1,20.0177,17.5035,2.51423,1E-3
2,1000000,0.2,1,10000,1,0.4,0.4,2,43.6909,41.1846,2.50637,1E-2
2,1000000,0.2,1,10,0.7,0.4,0.2,1,11.3171,8.81176,2.50536,1E-5
2,100000,0,1,10000,0.7,0.2,0.4,2,46.6088,44.1048,2.504,1E-1
2,100000,0,2,10000,0.7,0.2,0.4,2,46.6088,44.1048,2.504,1E-1
8,1000000,0.2,1,10,1,0.2,0.2,1,13.4637,10.9601,2.50358,1E-5
2,10000000,0.2,2,100,1,0.2,0.4,1,47.5806,45.0777,2.50286,1E-5
4,100000,0.2,1,10,1,0.4,0.2,1,27.5548,25.0667,2.48815,1E-4
8,1000000,0.4,1,10,1,0.4,0.4,2,12.3729,9.8851,2.48776,1E-5
2,10000000,0.4,2,1000,0.7,0.4,0.2,1,26.6832,24.1983,2.48489,1E-4
2,10000000,0.2,1,10,0.7,0.4,0.4,1,11.0545,8.57219,2.48234,1E-6
8,10000000,0.2,2,10,1,0.2,0,2,11.1519,8.67138,2.48053,1E-6
4,10000000,0.4,2,10,0.7,0.4,0.4,1,6.21871,3.74132,2.47738,1E-6
