#1.N 2.ctlg 3.ctlg_eps 4.ctlg_perm 5.K 6.alpha0 7.alpha_eps 8.req_eps 9.R_perm 10.hit_opt% 11.hit_unif% 12.improvement%
8 100000 0.2 2 1e+01 1 0.4 0 2 17.8988 14.6247 3.27416
8 100000 0.2 2 1e+02 1 0.4 0 2 35.701 34.5169 1.18406
8 100000 0.2 2 1e+03 1 0.4 0 2 53.1232 52.9167 0.206452
8 100000 0.2 2 1e+04 1 0.4 0 2 73.6485 72.1382 1.51028
8 100000 0.2 2 1e+01 1 0 0.2 1 11.508 11.2672 0.240825
8 100000 0.2 2 1e+02 1 0 0.2 1 31.5789 31.4574 0.121452
8 100000 0.2 2 1e+03 1 0 0.2 1 54.2919 54.1875 0.104317
8 100000 0.2 2 1e+04 1 0 0.2 1 77.321 77.2167 0.104349
8 100000 0.2 2 1e+01 1 0 0.2 2 11.4223 11.1974 0.224945
8 100000 0.2 2 1e+02 1 0 0.2 2 31.4362 31.335 0.101142
8 100000 0.2 2 1e+03 1 0 0.2 2 54.0697 53.9999 0.069794
8 100000 0.2 2 1e+04 1 0 0.2 2 77.0192 76.9493 0.0698195
8 100000 0.2 2 1e+01 1 0 0.4 1 11.7458 10.8424 0.903441
8 100000 0.2 2 1e+02 1 0 0.4 1 31.9156 31.5474 0.368197
8 100000 0.2 2 1e+03 1 0 0.4 1 54.6666 54.2813 0.385232
8 100000 0.2 2 1e+04 1 0 0.4 1 77.7356 77.3503 0.385253
8 100000 0.2 2 1e+01 1 0 0.4 2 11.6156 11.4153 0.200273
8 100000 0.2 2 1e+02 1 0 0.4 2 31.6283 31.2754 0.352965
8 100000 0.2 2 1e+03 1 0 0.4 2 54.2234 53.9061 0.317272
8 100000 0.2 2 1e+04 1 0 0.4 2 77.133 76.8157 0.317304
8 100000 0.2 2 1e+01 1 0 0 1 11.2724 11.2384 0.0339689
8 100000 0.2 2 1e+02 1 0 0 1 31.4203 31.4091 0.0111853
8 100000 0.2 2 1e+03 1 0 0 1 54.0946 54.0937 0.000855252
8 100000 0.2 2 1e+04 1 0 0 1 77.0839 77.083 0.000880206
8 100000 0.2 2 1e+01 1 0 0 2 11.2724 11.064 0.208386
8 100000 0.2 2 1e+02 1 0 0 2 31.4203 31.4128 0.00747361
8 100000 0.2 2 1e+03 1 0 0 2 54.0946 54.0937 0.000855252
8 100000 0.2 2 1e+04 1 0 0 2 77.0839 77.083 0.000880206
8 100000 0.4 1 1e+01 0.4 0.2 0.2 1 0.319482 0.277952 0.0415302
8 100000 0.4 1 1e+02 0.4 0.2 0.2 1 1.56096 1.49219 0.0687716
8 100000 0.4 1 1e+03 0.4 0.2 0.2 1 6.45999 6.38738 0.0726127
8 100000 0.4 1 1e+04 0.4 0.2 0.2 1 25.7353 25.725 0.0103052
8 100000 0.4 1 1e+01 0.4 0.2 0.2 2 0.261259 0.257895 0.00336389
8 100000 0.4 1 1e+02 0.4 0.2 0.2 2 1.42673 1.42524 0.00148759
8 100000 0.4 1 1e+03 0.4 0.2 0.2 2 6.40154 6.28055 0.120992
8 100000 0.4 1 1e+04 0.4 0.2 0.2 2 27.6407 26.0744 1.56636
8 100000 0.4 1 1e+01 0.4 0.2 0.4 1 0.35966 0.28819 0.0714703
8 100000 0.4 1 1e+02 0.4 0.2 0.4 1 1.68513 1.51768 0.167452
8 100000 0.4 1 1e+03 0.4 0.2 0.4 1 6.74985 6.4408 0.309056
8 100000 0.4 1 1e+04 0.4 0.2 0.4 1 25.9133 25.5502 0.363039
8 100000 0.4 1 1e+01 0.4 0.2 0.4 2 0.251991 0.242529 0.00946202
8 100000 0.4 1 1e+02 0.4 0.2 0.4 2 1.42841 1.39646 0.0319501
8 100000 0.4 1 1e+03 0.4 0.2 0.4 2 6.63211 6.22713 0.404983
8 100000 0.4 1 1e+04 0.4 0.2 0.4 2 29.5261 26.2491 3.27697
8 100000 0.4 1 1e+01 0.4 0.2 0 1 0.284343 0.257675 0.0266681
8 100000 0.4 1 1e+02 0.4 0.2 0 1 1.47207 1.45595 0.0161148
8 100000 0.4 1 1e+03 0.4 0.2 0 1 6.34013 6.33396 0.0061628
8 100000 0.4 1 1e+04 0.4 0.2 0 1 26.3338 25.8997 0.43417
8 100000 0.4 1 1e+01 0.4 0.2 0 2 0.284343 0.269572 0.0147716
8 100000 0.4 1 1e+02 0.4 0.2 0 2 1.47207 1.45374 0.0183285
8 100000 0.4 1 1e+03 0.4 0.2 0 2 6.34013 6.33396 0.0061628
8 100000 0.4 1 1e+04 0.4 0.2 0 2 26.3338 25.8997 0.43417
8 100000 0.4 1 1e+01 0.4 0.4 0.2 1 0.500531 0.365787 0.134744
8 100000 0.4 1 1e+02 0.4 0.4 0.2 1 2.03813 1.735 0.303123
8 100000 0.4 1 1e+03 0.4 0.4 0.2 1 7.27613 6.92042 0.355709
8 100000 0.4 1 1e+04 0.4 0.4 0.2 1 26.511 26.4863 0.0247475
8 100000 0.4 1 1e+01 0.4 0.4 0.2 2 0.363104 0.307937 0.0551679
8 100000 0.4 1 1e+02 0.4 0.4 0.2 2 1.60307 1.5181 0.0849629
8 100000 0.4 1 1e+03 0.4 0.4 0.2 2 6.41272 6.40872 0.00400279
8 100000 0.4 1 1e+04 0.4 0.4 0.2 2 27.4556 26.0338 1.42178
8 100000 0.4 1 1e+01 0.4 0.4 0.4 1 0.574088 0.332881 0.241206
8 100000 0.4 1 1e+02 0.4 0.4 0.4 1 2.28455 1.85765 0.426904
8 100000 0.4 1 1e+03 0.4 0.4 0.4 1 7.91363 7.17628 0.737351
8 100000 0.4 1 1e+04 0.4 0.4 0.4 1 27.2515 26.7125 0.538948
8 100000 0.4 1 1e+01 0.4 0.4 0.4 2 0.300992 0.282292 0.0186997
8 100000 0.4 1 1e+02 0.4 0.4 0.4 2 1.43905 1.42947 0.00958059
8 100000 0.4 1 1e+03 0.4 0.4 0.4 2 6.2543 6.15286 0.101435
8 100000 0.4 1 1e+04 0.4 0.4 0.4 2 28.9687 25.8076 3.1611
8 100000 0.4 1 1e+01 0.4 0.4 0 1 0.429565 0.334431 0.0951339
8 100000 0.4 1 1e+02 0.4 0.4 0 1 1.80727 1.62934 0.177926
8 100000 0.4 1 1e+03 0.4 0.4 0 1 6.76145 6.66457 0.0968834
8 100000 0.4 1 1e+04 0.4 0.4 0 1 26.5925 26.2601 0.332437
8 100000 0.4 1 1e+01 0.4 0.4 0 2 0.429565 0.298685 0.13088
8 100000 0.4 1 1e+02 0.4 0.4 0 2 1.80727 1.63697 0.170294
8 100000 0.4 1 1e+03 0.4 0.4 0 2 6.76145 6.66457 0.0968834
8 100000 0.4 1 1e+04 0.4 0.4 0 2 26.5925 26.2601 0.332437
8 100000 0.4 1 1e+01 0.4 0 0.2 1 0.254761 0.252673 0.00208805
8 100000 0.4 1 1e+02 0.4 0 0.2 1 1.40977 1.40833 0.0014321
8 100000 0.4 1 1e+03 0.4 0 0.2 1 6.19342 6.18749 0.00593028
8 100000 0.4 1 1e+04 0.4 0 0.2 1 25.3197 25.2961 0.023578
8 100000 0.4 1 1e+01 0.4 0 0.2 2 0.299971 0.281952 0.0180192
8 100000 0.4 1 1e+02 0.4 0 0.2 2 1.58326 1.47658 0.106687
8 100000 0.4 1 1e+03 0.4 0 0.2 2 6.90067 6.46312 0.437545
8 100000 0.4 1 1e+04 0.4 0 0.2 2 28.1611 26.423 1.73817
8 100000 0.4 1 1e+01 0.4 0 0.4 1 0.252248 0.247168 0.00508036
8 100000 0.4 1 1e+02 0.4 0 0.4 1 1.39081 1.37498 0.0158336
8 100000 0.4 1 1e+03 0.4 0 0.4 1 6.10384 6.04968 0.0541561
8 100000 0.4 1 1e+04 0.4 0 0.4 1 24.9479 24.7327 0.215148
8 100000 0.4 1 1e+01 0.4 0 0.4 2 0.336517 0.262297 0.0742199
8 100000 0.4 1 1e+02 0.4 0 0.4 2 1.72322 1.5066 0.216618
8 100000 0.4 1 1e+03 0.4 0 0.4 2 7.46153 6.60093 0.860595
8 100000 0.4 1 1e+04 0.4 0 0.4 2 30.4051 26.9864 3.41876
8 100000 0.4 1 1e+01 0.4 0 0 1 0.269911 0.257585 0.0123267
8 100000 0.4 1 1e+02 0.4 0 0 1 1.47589 1.43967 0.0362278
8 100000 0.4 1 1e+03 0.4 0 0 1 6.46666 6.32531 0.141347
8 100000 0.4 1 1e+04 0.4 0 0 1 26.4211 25.8596 0.561512
8 100000 0.4 1 1e+01 0.4 0 0 2 0.269911 0.267005 0.00290606
8 100000 0.4 1 1e+02 0.4 0 0 2 1.47589 1.43631 0.039587
8 100000 0.4 1 1e+03 0.4 0 0 2 6.46666 6.32531 0.141347
8 100000 0.4 1 1e+04 0.4 0 0 2 26.4211 25.8596 0.561512
8 100000 0.4 1 1e+01 0.7 0.2 0.2 1 3.19206 2.6119 0.580168
8 100000 0.4 1 1e+02 0.7 0.2 0.2 1 9.94914 9.36419 0.584948
8 100000 0.4 1 1e+03 0.7 0.2 0.2 1 23.3663 23.1386 0.227737
8 100000 0.4 1 1e+04 0.7 0.2 0.2 1 49.5902 49.5885 0.00168143
8 100000 0.4 1 1e+01 0.7 0.2 0.2 2 2.49287 2.21858 0.274292
8 100000 0.4 1 1e+02 0.7 0.2 0.2 2 8.61523 8.56474 0.0504902
8 100000 0.4 1 1e+03 0.7 0.2 0.2 2 21.6834 21.6589 0.0245625
8 100000 0.4 1 1e+04 0.7 0.2 0.2 2 49.3691 48.456 0.913188
8 100000 0.4 1 1e+01 0.7 0.2 0.4 1 3.58861 2.56854 1.02007
8 100000 0.4 1 1e+02 0.7 0.2 0.4 1 10.7424 9.9249 0.817535
8 100000 0.4 1 1e+03 0.7 0.2 0.4 1 24.4993 23.8784 0.620897
8 100000 0.4 1 1e+04 0.7 0.2 0.4 1 50.3473 50.1548 0.192562
8 100000 0.4 1 1e+01 0.7 0.2 0.4 2 2.21449 2.18382 0.0306688
8 100000 0.4 1 1e+02 0.7 0.2 0.4 2 8.10032 8.09303 0.00728375
8 100000 0.4 1 1e+03 0.7 0.2 0.4 2 21.1481 20.919 0.22906
8 100000 0.4 1 1e+04 0.7 0.2 0.4 2 49.8571 47.8897 1.96743
8 100000 0.4 1 1e+01 0.7 0.2 0 1 2.82583 2.55722 0.268609
8 100000 0.4 1 1e+02 0.7 0.2 0 1 9.23663 8.99176 0.244869
8 100000 0.4 1 1e+03 0.7 0.2 0 1 22.4258 22.3987 0.0270561
8 100000 0.4 1 1e+04 0.7 0.2 0 1 49.2738 49.0222 0.251558
8 100000 0.4 1 1e+01 0.7 0.2 0 2 2.82583 2.53419 0.29164
8 100000 0.4 1 1e+02 0.7 0.2 0 2 9.23663 9.0051 0.231529
8 100000 0.4 1 1e+03 0.7 0.2 0 2 22.4258 22.3987 0.0270561
8 100000 0.4 1 1e+04 0.7 0.2 0 2 49.2738 49.0222 0.251558
8 100000 0.4 1 1e+01 0.7 0.4 0.2 1 5.5057 3.71461 1.79109
8 100000 0.4 1 1e+02 0.7 0.4 0.2 1 13.7487 12.298 1.45065
8 100000 0.4 1 1e+03 0.7 0.4 0.2 1 27.1746 26.5769 0.597701
8 100000 0.4 1 1e+04 0.7 0.4 0.2 1 52.0254 51.9451 0.0803262
8 100000 0.4 1 1e+01 0.7 0.4 0.2 2 4.03187 2.84138 1.1905
8 100000 0.4 1 1e+02 0.7 0.4 0.2 2 10.7638 10.1918 0.571968
8 100000 0.4 1 1e+03 0.7 0.4 0.2 2 23.1408 23.0972 0.0435979
8 100000 0.4 1 1e+04 0.7 0.4 0.2 2 50.042 48.6672 1.37471
8 100000 0.4 1 1e+01 0.7 0.4 0.4 1 6.24641 4.39445 1.85196
8 100000 0.4 1 1e+02 0.7 0.4 0.4 1 15.3114 13.5366 1.77476
8 100000 0.4 1 1e+03 0.7 0.4 0.4 1 29.4217 28.3168 1.10494
8 100000 0.4 1 1e+04 0.7 0.4 0.4 1 53.6776 53.584 0.0936521
8 100000 0.4 1 1e+01 0.7 0.4 0.4 2 3.31725 2.49132 0.825926
8 100000 0.4 1 1e+02 0.7 0.4 0.4 2 9.38146 9.09815 0.283312
8 100000 0.4 1 1e+03 0.7 0.4 0.4 2 21.3938 21.3573 0.0364921
8 100000 0.4 1 1e+04 0.7 0.4 0.4 2 49.64 47.0283 2.61162
8 100000 0.4 1 1e+01 0.7 0.4 0 1 4.76879 3.64294 1.12585
8 100000 0.4 1 1e+02 0.7 0.4 0 1 12.2252 11.2265 0.998701
8 100000 0.4 1 1e+03 0.7 0.4 0 1 25.0747 24.8371 0.237655
8 100000 0.4 1 1e+04 0.7 0.4 0 1 50.827 50.3061 0.520808
8 100000 0.4 1 1e+01 0.7 0.4 0 2 4.76879 3.58601 1.18278
8 100000 0.4 1 1e+02 0.7 0.4 0 2 12.2252 11.3398 0.885403
8 100000 0.4 1 1e+03 0.7 0.4 0 2 25.0747 24.8371 0.237655
8 100000 0.4 1 1e+04 0.7 0.4 0 2 50.827 50.3061 0.520808
8 100000 0.4 1 1e+01 0.7 0 0.2 1 2.17541 2.15088 0.0245297
8 100000 0.4 1 1e+02 0.7 0 0.2 1 8.26382 8.24589 0.0179295
8 100000 0.4 1 1e+03 0.7 0 0.2 1 21.3759 21.3638 0.0121033
8 100000 0.4 1 1e+04 0.7 0 0.2 1 47.763 47.7389 0.0241429
8 100000 0.4 1 1e+01 0.7 0 0.2 2 2.29682 2.20193 0.09489
8 100000 0.4 1 1e+02 0.7 0 0.2 2 8.5875 8.41819 0.169311
8 100000 0.4 1 1e+03 0.7 0 0.2 2 22.1319 21.8563 0.275563
8 100000 0.4 1 1e+04 0.7 0 0.2 2 49.3887 48.8394 0.549235
8 100000 0.4 1 1e+01 0.7 0 0.4 1 2.19854 2.18802 0.0105219
8 100000 0.4 1 1e+02 0.7 0 0.4 1 8.25784 8.17079 0.0870497
8 100000 0.4 1 1e+03 0.7 0 0.4 1 21.3057 21.1176 0.188111
8 100000 0.4 1 1e+04 0.7 0 0.4 1 47.5635 47.1886 0.374928
8 100000 0.4 1 1e+01 0.7 0 0.4 2 2.45126 2.25195 0.19931
8 100000 0.4 1 1e+02 0.7 0 0.4 2 8.898 8.49416 0.403842
8 100000 0.4 1 1e+03 0.7 0 0.4 2 22.8026 22.1026 0.700001
8 100000 0.4 1 1e+04 0.7 0 0.4 2 50.7849 49.3897 1.39519
8 100000 0.4 1 1e+01 0.7 0 0 1 2.21882 2.20243 0.0163966
8 100000 0.4 1 1e+02 0.7 0 0 1 8.3752 8.34302 0.0321728
8 100000 0.4 1 1e+03 0.7 0 0 1 21.6545 21.6101 0.0444558
8 100000 0.4 1 1e+04 0.7 0 0 1 48.3778 48.2892 0.0886287
8 100000 0.4 1 1e+01 0.7 0 0 2 2.21882 2.19117 0.0276559
8 100000 0.4 1 1e+02 0.7 0 0 2 8.3752 8.35372 0.0214725
8 100000 0.4 1 1e+03 0.7 0 0 2 21.6545 21.6101 0.0444558
8 100000 0.4 1 1e+04 0.7 0 0 2 48.3778 48.2892 0.0886287
8 100000 0.4 1 1e+01 1 0.2 0.2 1 14.8895 13.9098 0.97977
8 100000 0.4 1 1e+02 1 0.2 0.2 1 34.8551 34.2416 0.613477
8 100000 0.4 1 1e+03 1 0.2 0.2 1 56.2621 56.2416 0.0204907
8 100000 0.4 1 1e+04 1 0.2 0.2 1 78.5048 78.201 0.303754
8 100000 0.4 1 1e+01 1 0.2 0.2 2 12.1369 11.7199 0.41709
8 100000 0.4 1 1e+02 1 0.2 0.2 2 31.0756 31.0214 0.0542467
8 100000 0.4 1 1e+03 1 0.2 0.2 2 52.8508 52.6272 0.223616
8 100000 0.4 1 1e+04 1 0.2 0.2 2 77.2755 75.951 1.32448
8 100000 0.4 1 1e+01 1 0.2 0.4 1 16.4423 13.2764 3.16598
8 100000 0.4 1 1e+02 1 0.2 0.4 1 36.9723 35.8307 1.14158
8 100000 0.4 1 1e+03 1 0.2 0.4 1 58.2217 58.0488 0.172873
8 100000 0.4 1 1e+04 1 0.2 0.4 1 79.3992 79.326 0.0731304
8 100000 0.4 1 1e+01 1 0.2 0.4 2 10.9151 10.6148 0.300321
8 100000 0.4 1 1e+02 1 0.2 0.4 2 29.4271 29.3848 0.0422797
8 100000 0.4 1 1e+03 1 0.2 0.4 2 51.3928 50.82 0.572818
8 100000 0.4 1 1e+04 1 0.2 0.4 2 76.909 74.826 2.08305
8 100000 0.4 1 1e+01 1 0.2 0 1 13.4202 12.2411 1.17916
8 100000 0.4 1 1e+02 1 0.2 0 1 32.8882 32.6838 0.204459
8 100000 0.4 1 1e+03 1 0.2 0 1 54.4746 54.4344 0.0401795
8 100000 0.4 1 1e+04 1 0.2 0 1 77.8043 77.076 0.728318
8 100000 0.4 1 1e+01 1 0.2 0 2 13.4202 12.4956 0.924591
8 100000 0.4 1 1e+02 1 0.2 0 2 32.8882 32.6475 0.240713
8 100000 0.4 1 1e+03 1 0.2 0 2 54.4746 54.4344 0.0401795
8 100000 0.4 1 1e+04 1 0.2 0 2 77.8043 77.076 0.728318
8 100000 0.4 1 1e+01 1 0.4 0.2 1 20.1791 17.9404 2.23866
8 100000 0.4 1 1e+02 1 0.4 0.2 1 39.2215 38.0978 1.12375
8 100000 0.4 1 1e+03 1 0.4 0.2 1 57.3666 57.2279 0.138726
8 100000 0.4 1 1e+04 1 0.4 0.2 1 78.3977 76.9931 1.40462
8 100000 0.4 1 1e+01 1 0.4 0.2 2 15.4935 13.4513 2.04221
8 100000 0.4 1 1e+02 1 0.4 0.2 2 32.4925 32.0438 0.448762
8 100000 0.4 1 1e+03 1 0.4 0.2 2 50.9625 50.6287 0.333754
8 100000 0.4 1 1e+04 1 0.4 0.2 2 75.6769 72.4863 3.19063
8 100000 0.4 1 1e+01 1 0.4 0.4 1 22.5544 17.2367 5.31767
8 100000 0.4 1 1e+02 1 0.4 0.4 1 42.7273 41.1554 1.57188
8 100000 0.4 1 1e+03 1 0.4 0.4 1 60.773 60.5274 0.245594
8 100000 0.4 1 1e+04 1 0.4 0.4 1 80.0399 79.2465 0.793392
8 100000 0.4 1 1e+01 1 0.4 0.4 2 13.3127 11.3046 2.00811
8 100000 0.4 1 1e+02 1 0.4 0.4 2 29.2952 28.9736 0.321637
8 100000 0.4 1 1e+03 1 0.4 0.4 2 47.9591 47.3291 0.629961
8 100000 0.4 1 1e+04 1 0.4 0.4 2 74.5429 70.2328 4.31009
8 100000 0.4 1 1e+01 1 0.4 0 1 17.8037 16.0582 1.74546
8 100000 0.4 1 1e+02 1 0.4 0 1 35.8056 35.0493 0.756267
8 100000 0.4 1 1e+03 1 0.4 0 1 54.0985 53.9283 0.170215
8 100000 0.4 1 1e+04 1 0.4 0 1 76.9553 74.7397 2.21567
8 100000 0.4 1 1e+01 1 0.4 0 2 17.8037 13.4534 4.35029
8 100000 0.4 1 1e+02 1 0.4 0 2 35.8056 34.929 0.876639
8 100000 0.4 1 1e+03 1 0.4 0 2 54.0985 53.9283 0.170215
8 100000 0.4 1 1e+04 1 0.4 0 2 76.9553 74.7397 2.21567
8 100000 0.4 1 1e+01 1 0 0.2 1 11.4183 11.1329 0.28539
8 100000 0.4 1 1e+02 1 0 0.2 1 31.4674 31.3996 0.0678281
8 100000 0.4 1 1e+03 1 0 0.2 1 54.1354 54.0811 0.0543639
8 100000 0.4 1 1e+04 1 0 0.2 1 77.1193 77.0649 0.0543879
8 100000 0.4 1 1e+01 1 0 0.2 2 11.5977 11.2778 0.319913
8 100000 0.4 1 1e+02 1 0 0.2 2 31.7683 31.6672 0.101151
8 100000 0.4 1 1e+03 1 0 0.2 2 54.5999 54.4732 0.126705
8 100000 0.4 1 1e+04 1 0 0.2 2 77.7504 77.6237 0.126738
8 100000 0.4 1 1e+01 1 0 0.4 1 11.5898 11.4631 0.12669
8 100000 0.4 1 1e+02 1 0 0.4 1 31.5845 31.2848 0.299716
8 100000 0.4 1 1e+03 1 0 0.4 1 54.17 53.885 0.285008
8 100000 0.4 1 1e+04 1 0 0.4 1 77.0706 76.7856 0.285033
8 100000 0.4 1 1e+01 1 0 0.4 2 11.8783 11.3554 0.522895
8 100000 0.4 1 1e+02 1 0 0.4 2 32.182 31.7245 0.457545
8 100000 0.4 1 1e+03 1 0 0.4 2 55.0965 54.6692 0.427349
8 100000 0.4 1 1e+04 1 0 0.4 2 78.3304 77.903 0.427397
8 100000 0.4 1 1e+01 1 0 0 1 11.3376 11.2585 0.0790258
8 100000 0.4 1 1e+02 1 0 0 1 31.5315 31.5188 0.0127163
8 100000 0.4 1 1e+03 1 0 0 1 54.281 54.2771 0.00385677
8 100000 0.4 1 1e+04 1 0 0 1 77.3482 77.3443 0.00388629
8 100000 0.4 1 1e+01 1 0 0 2 11.3376 11.2825 0.0550347
8 100000 0.4 1 1e+02 1 0 0 2 31.5315 31.5271 0.0044311
8 100000 0.4 1 1e+03 1 0 0 2 54.281 54.2771 0.00385677
8 100000 0.4 1 1e+04 1 0 0 2 77.3482 77.3443 0.00388629
8 100000 0.4 2 1e+01 0.4 0.2 0.2 1 0.452784 0.293477 0.159307
8 100000 0.4 2 1e+02 0.4 0.2 0.2 1 2.03061 1.6651 0.365502
8 100000 0.4 2 1e+03 0.4 0.2 0.2 1 7.84824 6.95859 0.889643
8 100000 0.4 2 1e+04 0.4 0.2 0.2 1 28.9975 27.0736 1.92392
8 100000 0.4 2 1e+01 0.4 0.2 0.2 2 0.329669 0.254812 0.0748569
8 100000 0.4 2 1e+02 0.4 0.2 0.2 2 1.58161 1.47015 0.111462
8 100000 0.4 2 1e+03 0.4 0.2 0.2 2 6.45174 6.29573 0.156012
8 100000 0.4 2 1e+04 0.4 0.2 0.2 2 25.2592 25.1835 0.0756842
8 100000 0.4 2 1e+01 0.4 0.2 0.4 1 0.519199 0.377144 0.142055
8 100000 0.4 2 1e+02 0.4 0.2 0.4 1 2.28383 1.77348 0.510348
8 100000 0.4 2 1e+03 0.4 0.2 0.4 1 8.68935 7.29002 1.39933
8 100000 0.4 2 1e+04 0.4 0.2 0.4 1 31.5722 28.0186 3.55361
8 100000 0.4 2 1e+01 0.4 0.2 0.4 2 0.276227 0.240513 0.0357145
8 100000 0.4 2 1e+02 0.4 0.2 0.4 2 1.4083 1.38096 0.0273428
8 100000 0.4 2 1e+03 0.4 0.2 0.4 2 5.97695 5.9643 0.0126472
8 100000 0.4 2 1e+04 0.4 0.2 0.4 2 24.3484 24.2385 0.109929
8 100000 0.4 2 1e+01 0.4 0.2 0 1 0.389236 0.288349 0.100887
8 100000 0.4 2 1e+02 0.4 0.2 0 1 1.79295 1.56934 0.223608
8 100000 0.4 2 1e+03 0.4 0.2 0 1 7.08979 6.62716 0.462628
8 100000 0.4 2 1e+04 0.4 0.2 0 1 26.8461 26.1285 0.7176
8 100000 0.4 2 1e+01 0.4 0.2 0 2 0.389236 0.305568 0.0836684
8 100000 0.4 2 1e+02 0.4 0.2 0 2 1.79295 1.54897 0.243985
8 100000 0.4 2 1e+03 0.4 0.2 0 2 7.08979 6.62716 0.462628
8 100000 0.4 2 1e+04 0.4 0.2 0 2 26.8461 26.1285 0.7176
8 100000 0.4 2 1e+01 0.4 0.4 0.2 1 0.700798 0.447877 0.252921
8 100000 0.4 2 1e+02 0.4 0.4 0.2 1 2.72441 2.05614 0.668269
8 100000 0.4 2 1e+03 0.4 0.4 0.2 1 9.17386 7.77948 1.39438
8 100000 0.4 2 1e+04 0.4 0.4 0.2 1 30.1254 28.0138 2.11162
8 100000 0.4 2 1e+01 0.4 0.4 0.2 2 0.492617 0.310411 0.182206
8 100000 0.4 2 1e+02 0.4 0.4 0.2 2 2.01713 1.67909 0.338035
8 100000 0.4 2 1e+03 0.4 0.4 0.2 2 7.16714 6.69912 0.468022
8 100000 0.4 2 1e+04 0.4 0.4 0.2 2 25.5458 25.3653 0.180528
8 100000 0.4 2 1e+01 0.4 0.4 0.4 1 0.80495 0.396012 0.408938
8 100000 0.4 2 1e+02 0.4 0.4 0.4 1 3.09407 2.21573 0.878343
8 100000 0.4 2 1e+03 0.4 0.4 0.4 1 10.2697 8.31966 1.95004
8 100000 0.4 2 1e+04 0.4 0.4 0.4 1 32.9927 29.3381 3.65464
8 100000 0.4 2 1e+01 0.4 0.4 0.4 2 0.397165 0.291329 0.105837
8 100000 0.4 2 1e+02 0.4 0.4 0.4 2 1.69557 1.50124 0.19433
8 100000 0.4 2 1e+03 0.4 0.4 0.4 2 6.32862 6.15894 0.169678
8 100000 0.4 2 1e+04 0.4 0.4 0.4 2 24.1067 24.041 0.0657036
8 100000 0.4 2 1e+01 0.4 0.4 0 1 0.596647 0.424903 0.171743
8 100000 0.4 2 1e+02 0.4 0.4 0 1 2.3634 1.86686 0.496538
8 100000 0.4 2 1e+03 0.4 0.4 0 1 8.12995 7.2393 0.890644
8 100000 0.4 2 1e+04 0.4 0.4 0 1 27.596 26.6896 0.90643
8 100000 0.4 2 1e+01 0.4 0.4 0 2 0.596647 0.394238 0.202409
8 100000 0.4 2 1e+02 0.4 0.4 0 2 2.3634 1.86604 0.49736
8 100000 0.4 2 1e+03 0.4 0.4 0 2 8.12995 7.2393 0.890644
8 100000 0.4 2 1e+04 0.4 0.4 0 2 27.596 26.6896 0.90643
8 100000 0.4 2 1e+01 0.4 0 0.2 1 0.299971 0.266448 0.0335233
8 100000 0.4 2 1e+02 0.4 0 0.2 1 1.58326 1.4764 0.106867
8 100000 0.4 2 1e+03 0.4 0 0.2 1 6.90067 6.46312 0.437545
8 100000 0.4 2 1e+04 0.4 0 0.2 1 28.1611 26.423 1.73817
8 100000 0.4 2 1e+01 0.4 0 0.2 2 0.254761 0.252637 0.00212379
8 100000 0.4 2 1e+02 0.4 0 0.2 2 1.40977 1.40853 0.00123212
8 100000 0.4 2 1e+03 0.4 0 0.2 2 6.19342 6.18749 0.00593028
8 100000 0.4 2 1e+04 0.4 0 0.2 2 25.3197 25.2961 0.023578
8 100000 0.4 2 1e+01 0.4 0 0.4 1 0.336517 0.264757 0.0717597
8 100000 0.4 2 1e+02 0.4 0 0.4 1 1.72322 1.49842 0.224806
8 100000 0.4 2 1e+03 0.4 0 0.4 1 7.46153 6.60093 0.860595
8 100000 0.4 2 1e+04 0.4 0 0.4 1 30.4051 26.9864 3.41876
8 100000 0.4 2 1e+01 0.4 0 0.4 2 0.252248 0.2441 0.00814792
8 100000 0.4 2 1e+02 0.4 0 0.4 2 1.39081 1.3788 0.0120112
8 100000 0.4 2 1e+03 0.4 0 0.4 2 6.10384 6.04968 0.0541561
8 100000 0.4 2 1e+04 0.4 0 0.4 2 24.9479 24.7327 0.215148
8 100000 0.4 2 1e+01 0.4 0 0 1 0.269911 0.259418 0.0104937
8 100000 0.4 2 1e+02 0.4 0 0 1 1.47589 1.44238 0.0335113
8 100000 0.4 2 1e+03 0.4 0 0 1 6.46666 6.32531 0.141347
8 100000 0.4 2 1e+04 0.4 0 0 1 26.4211 25.8596 0.561512
8 100000 0.4 2 1e+01 0.4 0 0 2 0.269911 0.257344 0.0125678
8 100000 0.4 2 1e+02 0.4 0 0 2 1.47589 1.43105 0.0448409
8 100000 0.4 2 1e+03 0.4 0 0 2 6.46666 6.32531 0.141347
8 100000 0.4 2 1e+04 0.4 0 0 2 26.4211 25.8596 0.561512
8 100000 0.4 2 1e+01 0.7 0.2 0.2 1 3.64618 3.14695 0.499226
8 100000 0.4 2 1e+02 0.7 0.2 0.2 1 10.849 9.96844 0.880577
8 100000 0.4 2 1e+03 0.7 0.2 0.2 1 24.6086 23.8799 0.728763
8 100000 0.4 2 1e+04 0.7 0.2 0.2 1 50.2502 49.948 0.302156
8 100000 0.4 2 1e+01 0.7 0.2 0.2 2 2.75915 2.46639 0.292763
8 100000 0.4 2 1e+02 0.7 0.2 0.2 2 8.94597 8.67635 0.269616
